time;pitch;roll;yaw
1712936880460;0.4420739710330963;0.22552353143692017;9.780064582824707
1712936881853;0.43968117237091064;0.22821545600891113;9.778867721557617
1712936883253;0.43968117237091064;0.22642084956169128;9.777372360229492
1712936884622;0.4450650215148926;0.22552353143692017;9.778867721557617
1712936885960;3.381357431411743;3.132802963256836;7.784151077270508
1712936887316;0.8237292170524597;5.790032386779785;9.272786140441895
1712936888676;3.1543383598327637;7.072884559631348;5.982056617736816
1712936890030;1.8317056894302368;9.46181869506836;2.0955145359039307
1712936891387;1.4081761837005615;8.859127044677734;4.128815650939941
1712936892744;1.2143574953079224;4.309772491455078;8.539385795593262
1712936894101;6.602396011352539;2.9934210777282715;6.1603217124938965
1712936895458;5.289035320281982;6.474977970123291;5.190032482147217
1712936896816;0.1010967567563057;8.267800331115723;4.9516472816467285
1712936898172;-4.895715236663818;5.724828243255615;5.952744483947754
1712936899531;-3.3469607830047607;1.301695466041565;9.210871696472168
1712936900889;-0.841675341129303;0.1624128371477127;9.847960472106934
1712936902243;-0.2886342406272888;3.2491540908813477;7.081857681274414
1712936903602;0.4827519655227661;0.17168502509593964;9.815957069396973
1712936904959;0.6131607890129089;0.18843477964401245;9.976874351501465
1712936906314;5.091926574707031;0.1501496136188507;8.327322006225586
1712936907673;6.342774391174316;0.1372881978750229;7.4826555252075195
1712936909027;8.015357971191406;0.12622138857841492;5.78644323348999
1712936910384;9.253942489624023;0.13220344483852386;3.5270206928253174
1712936911742;9.787242889404297;0.14775680005550385;1.6606189012527466
1712936913098;9.918848037719727;0.14805589616298676;0.48514479398727417
1712936914457;9.927521705627441;0.1459621787071228;-0.20368902385234833
1712936915812;9.920642852783203;0.14476576447486877;-0.41934216022491455
1712936917171;9.829416275024414;0.1417747437953949;-1.3513466119766235
1712936918525;9.842277526855469;0.14297115802764893;-1.277767300605774
1712936919888;9.927821159362793;0.14775680005550385;0.18305093050003052
1712936921239;9.932906150817871;0.1462612897157669;0.06340979784727097
1712936922596;9.845867156982422;0.15224334597587585;1.261914849281311
1712936923954;3.8255252838134766;0.13938191533088684;9.062217712402344
1712936925311;0.4307080805301666;0.23300109803676605;9.817452430725098
1712936926667;0.42741793394088745;0.23389841616153717;9.81356430053711
1712936928024;-4.124329090118408;0.2874378263950348;8.891729354858398
1712936929382;-8.00518798828125;0.26590242981910706;5.653940677642822
1712936930737;-8.626724243164062;0.2587239444255829;4.683351993560791
1712936932094;-9.337691307067871;0.25722843408584595;3.1019954681396484
1712936933451;-9.6795654296875;0.2554338276386261;1.8753747940063477
1712936934849;-9.786943435668945;0.25423741340637207;1.2005987167358398
1712936936164;-9.813264846801758;0.2476571500301361;1.007378339767456
1712936937521;-9.79262638092041;0.25363919138908386;1.1685947179794312
1712936938875;-9.644271850585938;0.2554338276386261;1.9971096515655518
1712936940230;-9.242277145385742;0.25692933797836304;3.328416347503662
1712936941586;-7.829315662384033;0.26979073882102966;5.866602897644043
1712936942941;-5.616552829742432;0.2665006220340729;7.99591588973999
1712936944299;-1.2149556875228882;0.35084763169288635;9.717252731323242
1712936945657;0.3975076675415039;0.23270200192928314;9.801301002502441
1712936947012;0.41874396800994873;0.24227328598499298;9.809974670410156
1712936948370;0.41575294733047485;0.05383851006627083;9.916155815124512
1712936949727;0.32183465361595154;3.6155550479888916;9.12831974029541
1712936951083;0.4133601188659668;7.220043182373047;6.3131632804870605
1712936952442;0.3756731450557709;8.662915229797363;4.616652011871338
1712936953797;-0.019740786403417587;9.61765193939209;1.9025931358337402
1712936955153;-0.18963119387626648;9.768997192382812;1.0004990100860596
1712936956512;-0.45194438099861145;9.863513946533203;0.5440680384635925
1712936957869;-0.14895321428775787;9.836594581604004;0.40767714381217957
1712936959227;0.06520441919565201;9.8509521484375;0.506381094455719
1712936960584;0.1091725304722786;9.834799766540527;0.4624129831790924
1712936961939;0.07776673883199692;9.83719253540039;0.49262237548828125
1712936963297;0.0771685317158699;9.715457916259766;1.705783486366272
